[2023-02-01T08:33:30.378429+01:00] Rizal\Logger\LoggerTest.INFO: Log [] []
[2023-02-01T08:46:31.150506+01:00] Rizal\Logger\LoggerTest.INFO: Log [] []
[2023-02-01T08:46:49.107444+01:00] Rizal\Logger\LevelTest.INFO: Info Level [] []
[2023-02-01T08:46:49.121221+01:00] Rizal\Logger\LevelTest.EMERGENCY: Emergency Level [] []
[2023-02-01T08:46:49.121347+01:00] Rizal\Logger\LevelTest.DEBUG: Debug Level [] []
[2023-02-01T08:46:49.121416+01:00] Rizal\Logger\LevelTest.ALERT: Alert Level [] []
[2023-02-01T08:46:49.121482+01:00] Rizal\Logger\LevelTest.CRITICAL: Critical Level [] []
[2023-02-01T08:46:49.121552+01:00] Rizal\Logger\LevelTest.NOTICE: Notice Level [] []
[2023-02-01T08:50:17.395101+01:00] Rizal\Logger\LevelTest.INFO: Info Level [] []
[2023-02-01T08:50:17.399114+01:00] Rizal\Logger\LevelTest.EMERGENCY: Emergency Level [] []
[2023-02-01T08:50:17.402101+01:00] Rizal\Logger\LevelTest.DEBUG: Debug Level [] []
[2023-02-01T08:50:17.402268+01:00] Rizal\Logger\LevelTest.ALERT: Alert Level [] []
[2023-02-01T08:50:17.402492+01:00] Rizal\Logger\LevelTest.CRITICAL: Critical Level [] []
[2023-02-01T08:50:17.402610+01:00] Rizal\Logger\LevelTest.NOTICE: Notice Level [] []
[2023-02-01T08:50:56.548440+01:00] Rizal\Logger\LevelTest.INFO: Info Level [] []
[2023-02-01T08:50:56.553269+01:00] Rizal\Logger\LevelTest.EMERGENCY: Emergency Level [] []
[2023-02-01T08:50:56.553742+01:00] Rizal\Logger\LevelTest.ALERT: Alert Level [] []
[2023-02-01T08:50:56.553864+01:00] Rizal\Logger\LevelTest.CRITICAL: Critical Level [] []
[2023-02-01T08:50:56.553985+01:00] Rizal\Logger\LevelTest.NOTICE: Notice Level [] []
[2023-02-01T09:02:17.169223+01:00] Rizal\Logger\ContextTest.INFO: Successful Login {"username":"rizal300500"} []
[2023-02-01T09:02:17.176771+01:00] Rizal\Logger\ContextTest.ERROR: Error Login {"username":"_Rizal"} []
[2023-02-01T09:03:04.032153+01:00] Rizal\Logger\ContextTest.INFO: Successful Login {"username":"rizal300500"} []
[2023-02-01T09:03:04.036334+01:00] Rizal\Logger\ContextTest.ERROR: Error Login {"username":"_Rizal"} []
[2023-02-01T09:18:52.807749+01:00] Rizal\Logger\ProcessorTest.INFO: Hello [] {"app":{"author":"Rizal","app":"Belajar PHP Logger"}}
[2023-02-01T09:21:04.004775+01:00] Rizal\Logger\ProcessorTest.INFO: Hello {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"}}
[2023-02-01T09:21:37.547896+01:00] Rizal\Logger\ProcessorTest.INFO: Hello {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"}}
[2023-02-01T09:35:09.842097+01:00] Rizal\Logger\ProcessorTest.INFO: Hello {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"memory_usage":"4 MB"}
[2023-02-01T09:58:56.339207+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:80 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.339265+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:81 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.339323+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:82 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.339380+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:83 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.339435+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:84 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.339493+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:85 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.339552+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:86 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.339625+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:87 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.339684+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:88 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.339750+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:89 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.339807+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:90 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.339894+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:91 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.339971+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:92 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.340034+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:93 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.340098+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:94 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.340161+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:95 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.340222+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:96 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.340285+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:97 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.340346+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:98 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.340404+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:99 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.340578+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:100 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.340652+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:101 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.340715+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:102 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.340778+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:103 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.340838+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:104 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.340896+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:105 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.340955+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:106 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.341015+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:107 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.341071+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:108 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.341130+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:109 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.341187+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:110 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.341245+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:111 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.341302+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:112 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.341359+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:113 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.341417+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:114 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.341474+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:115 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.341531+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:116 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.341587+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:117 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.341645+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:118 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.341704+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:119 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.341769+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:120 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.341831+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:121 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.341890+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:122 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.341947+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:123 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.342006+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:124 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.342061+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:125 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.342119+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:126 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.342175+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:127 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.342234+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:128 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.342289+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:129 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.342348+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:130 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.342404+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:131 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.342462+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:132 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.342518+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:133 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.342575+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:134 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.342634+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:135 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.342690+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:136 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.342802+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:137 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.342870+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:138 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.342930+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:139 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.342990+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:140 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.343051+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:141 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.343117+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:142 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.343200+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:143 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.343302+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:144 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.343383+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:145 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.343477+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:146 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.343548+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:147 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.343611+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:148 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.343669+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:149 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.343730+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:150 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.343788+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:151 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.343848+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:152 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.343904+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:153 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.343965+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:154 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.344025+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:155 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.344081+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:156 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.344139+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:157 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.344194+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:158 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.344251+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:159 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.344308+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:160 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.344372+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:161 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.344433+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:162 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.344490+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:163 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.344549+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:164 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.344605+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:165 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.344664+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:166 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.344724+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:167 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.344783+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:168 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.344838+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:169 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.344892+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:170 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.344952+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:171 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.345010+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:172 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.345067+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:173 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.345125+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:174 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.345180+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:175 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.345238+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:176 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.345293+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:177 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.345352+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:178 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.345407+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:179 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.345466+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:180 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.345524+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:181 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.345583+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:182 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
[2023-02-01T09:58:56.345646+01:00] Rizal\Logger\ProcessorTest.INFO: Reset:183 {"test":"test"} {"app":{"author":"Rizal","app":"Belajar PHP Logger"},"hostname":"LAPTOP-4QP883JF","memory_usage":"4 MB"}
